medcodeid	term
4750011000006114	Malignant tumour of body of penis
4750021000006118	Malignant tumour of shaft of penis
4750031000006115	Malignant tumor of body of penis
4750051000006110	Cancer of body of penis
4750061000006112	Malignant tumor of shaft of penis
4750071000006117	Malignant tumour of seminal vesicle
4750091000006116	Malignant tumor of seminal vesicle
4750101000006110	Malignant tumour of tunica vaginalis
4750111000006113	Malignant tumor of tunica vaginalis
4750131000006119	Malignant tumour of trigone of urinary bladder
4750141000006112	Malignant tumor of trigone of urinary bladder
4750161000006111	Malignant tumour of trigone of bladder
4750171000006116	Malignant tumor of trigone of bladder
4750181000006118	Malignant tumour of vault of bladder
4750191000006115	Malignant tumour of bladder dome
4750201000006117	Malignant neoplasm of vault of bladder
4750221000006110	Malignant tumor of bladder dome
4750231000006113	Malignant tumor of vault of bladder
4750271000006111	Malignant tumour of bladder neck
4750281000006114	Malignant tumor of bladder neck
4750301000006113	Malignant tumour of ureteric orifice
4750321000006115	Malignant tumor of ureteric orifice
4750341000006110	Overlapping malignant neoplasm of urinary bladder
4750351000006112	Overlapping malignant neoplasm of bladder
4750361000006114	Malignant tumour of kidney parenchyma
4750381000006116	Malignant tumor of kidney parenchyma
4750401000006116	Malignant tumour of renal calyx
4750411000006118	Malignant neoplasm of renal calyx
4750421000006114	Malignant tumor of renal calyx
4750431000006112	Malignant tumour of pelviureteric junction
4750441000006119	Malignant tumor of pelviureteric junction
4750461000006115	Malignant neoplasm of pelviureteric junction
4750501000006115	Malignant tumour of ciliary body
4750521000006113	Malignant tumor of ciliary body
4750531000006111	Malignant tumour of iris
4750551000006116	Malignant tumor of iris
4750601000006119	Malignant tumour of lacrimal gland
4750621000006112	Malignant tumor of lacrimal gland
4750651000006115	Malignant neoplasm of lacrimal duct
4750711000006112	Malignant tumour of hypothalamus
4750721000006116	Malignant tumor of hypothalamus
4750771000006115	Malignant tumour of choroid plexus
4750781000006117	Malignant tumor of choroid plexus
4750881000006110	Malignant tumor of cranial nerve
4751011000006118	Peripheral nerve cancer, thorax
4751071000006110	Malignant tumour of craniopharyngeal duct
4751081000006113	Malignant tumor of craniopharyngeal duct
4751131000006113	Malignant tumour of thorax
4751141000006115	Malignant tumor of thorax
4751161000006116	Malignant tumor of abdomen
4751171000006111	Malignant tumour of abdomen
4751301000006119	Metastatic malignant neoplasm to uterine cervix
4751311000006116	Metastatic malignant neoplasm to cervix uteri
4751321000006112	Secondary malignant neoplasm of uterine cervix
4751331000006110	Cancer metastatic to cervix
4751341000006117	Secondary malignant neoplasm of epididymis and vas deferens
4751511000006110	Burkitt lymphoma of lymph nodes of head, face and neck
4751531000006116	Burkitt lymphoma of intrathoracic lymph nodes
4751551000006111	Burkitt lymphoma of intra-abdominal lymph nodes
4751571000006118	Burkitt lymphoma of lymph nodes of axilla and upper limb
4751591000006117	Burkitt lymphoma of lymph nodes of inguinal region and lower limb
4751611000006111	Burkitt lymphoma of intrapelvic lymph nodes
4751631000006117	Burkitt lymphoma of spleen
4751651000006112	Burkitt lymphoma of lymph nodes of multiple sites
4751671000006119	Hodgkin paragranuloma of intrathoracic lymph nodes
4751741000006116	Hodgkin paragranuloma of intrapelvic lymph nodes
4751761000006117	Hodgkin paragranuloma of lymph nodes of multiple sites
4751781000006110	Hodgkin granuloma of lymph nodes of head, face and neck
4751801000006114	Hodgkin granuloma of intra-abdominal lymph nodes
4751821000006116	Hodgkin granuloma of lymph nodes of axilla and upper limb
4751841000006111	Hodgkin granuloma of lymph nodes of inguinal region and lower limb
4751861000006110	Hodgkin granuloma of lymph nodes of multiple sites
4751881000006117	Hodgkin sarcoma of lymph nodes of head, face and neck
4751901000006115	Hodgkin sarcoma of lymph nodes of axilla and upper limb
4751921000006113	Hodgkin sarcoma of lymph nodes of inguinal region and lower limb
4751941000006118	Hodgkin sarcoma of lymph nodes of multiple sites
4751961000006119	Hodgkin disease, lymphocytic-histiocytic predominance of lymph nodes of head, face and neck
4751991000006110	Hodgkin disease, lymphocytic-histiocytic predominance of lymph nodes of axilla and upper limb
4752011000006110	Hodgkin disease, lymphocytic-histiocytic predominance of lymph nodes of inguinal region and lower limb
4752031000006116	Hodgkin disease, lymphocytic-histiocytic predominance of lymph nodes of multiple sites
4752051000006111	Hodgkin disease, nodular sclerosis of lymph nodes of head, face and neck
4752071000006118	Hodgkin disease, nodular sclerosis of intrathoracic lymph nodes
4752091000006117	Hodgkin disease, nodular sclerosis of intra-abdominal lymph nodes
4752111000006114	Hodgkin disease, nodular sclerosis of lymph nodes of axilla and upper limb
4752131000006115	Hodgkin disease, nodular sclerosis of lymph nodes of inguinal region and lower limb
4752151000006110	Hodgkin disease, nodular sclerosis of intrapelvic lymph nodes
4752171000006117	Hodgkin disease, nodular sclerosis of lymph nodes of multiple sites
4752191000006116	Hodgkin disease, mixed cellularity of lymph nodes of head, face and neck
4752211000006115	Hodgkin disease, mixed cellularity of intrathoracic lymph nodes
4752231000006114	Hodgkin disease, mixed cellularity of intra-abdominal lymph nodes
4752251000006119	Hodgkin disease, mixed cellularity of lymph nodes of axilla and upper limb
4752271000006112	Hodgkin disease, mixed cellularity of lymph nodes of inguinal region and lower limb
4752291000006113	Hodgkin disease, mixed cellularity of intrapelvic lymph nodes
4752311000006112	Hodgkin disease, mixed cellularity of lymph nodes of multiple sites
4752331000006118	Hodgkin disease, lymphocytic depletion of lymph nodes of head, face and neck
4752351000006113	Hodgkin disease, lymphocytic depletion of intrathoracic lymph nodes
4752371000006115	Hodgkin disease, lymphocytic depletion of intra-abdominal lymph nodes
4752391000006119	Hodgkin disease, lymphocytic depletion of lymph nodes of axilla and upper limb
4752411000006119	Hodgkin disease, lymphocytic depletion of lymph nodes of inguinal region and lower limb
4752431000006113	Hodgkin disease, lymphocytic depletion of intrapelvic lymph nodes
4752451000006118	Hodgkin disease, lymphocytic depletion of spleen
4752471000006111	Hodgkin disease, lymphocytic depletion of lymph nodes of multiple sites
4752581000006113	SÃÂ©zary's disease of intrathoracic lymph nodes
4752601000006115	SÃÂ©zary disease of intrathoracic lymph nodes
4752611000006117	SÃÂ©zary's disease of intra-abdominal lymph nodes
4752631000006111	SÃÂ©zary disease of intra-abdominal lymph nodes
4752641000006118	Lymphoma intra abdominal, Sezarys
4752651000006116	SÃÂ©zary's disease of lymph nodes of axilla AND/OR upper limb
4752671000006114	SÃÂ©zary's disease of lymph nodes of axilla and upper limb
4752681000006112	SÃÂ©zary disease of lymph nodes of axilla and upper limb
4752691000006110	SÃÂ©zary's disease of lymph nodes of inguinal region and lower limb
4752711000006113	SÃÂ©zary disease of lymph nodes of inguinal region and lower limb
4752721000006117	SÃÂ©zary's disease of intrapelvic lymph nodes
4752741000006112	SÃÂ©zary disease of intrapelvic lymph nodes
4752751000006114	SÃÂ©zary's disease of lymph nodes of multiple sites
4752771000006116	SÃÂ©zary disease of lymph nodes of multiple sites
4752821000006112	Leukemic reticuloendotheliosis of lymph nodes of head, face and neck
4752841000006117	Leukemic reticuloendotheliosis of lymph nodes of axilla and upper limb
4752861000006118	Leukemic reticuloendotheliosis of lymph nodes of inguinal region and lower limb
4752881000006111	Malignant mast cell tumors
4752981000006116	Follicular non-Hodgkin mixed small cleaved and large cell lymphoma
4752991000006118	Diffuse malignant lymphoma - small non-cleaved cell
4753001000006117	Non-Burkitt's malignant lymphoma - undifferentiated cell
4753021000006110	Malignant lymphoma - undifferentiated cell type
4753031000006113	Malignant lymphoma - small cleaved cell
4753051000006118	Lymphoblastic lymphosarcoma
4753061000006116	Malignant lymphoma, lymphocytic - poorly differentiated
4753071000006111	Malignant lymphoma - mixed small and large cell
4753081000006114	Reticulolymphosarcoma, diffuse
4753101000006118	Reticulolymphosarcoma
4753111000006115	Malignant lymphoma - mixed lymphocytic-histiocytic
4753131000006114	Diffuse non-Hodgkin lymphoma undifferentiated (diffuse)
4753171000006112	Extramedullary plasmacytoma (clinical)
4753211000006114	Lymphoid leukemia
4753221000006118	Lymphatic leukemia
4753241000006113	Subacute lymphoid leukemia
4753261000006112	Aleukemic lymphoid leukemia
4753281000006119	Adult T-cell leukemia
4753301000006115	Myeloid leukemia
4753311000006117	Granulocytic leukemia
4753321000006113	Granulocytic leukaemia
4753341000006118	Chronic eosinophilic leukemia
4753361000006119	Chronic neutrophilic leukemia
4753381000006112	Subacute myeloid leukemia
4753391000006110	Smouldering leukaemia
4753401000006112	Smoldering leukemia
4753441000006114	Aleukemic myeloid leukemia
4753461000006113	Histiocytic leukemia
4753471000006118	Schilling-type monocytic leukemia
4753481000006115	Monoblastic leukemia
4753491000006117	Monocytic leukemia
4753511000006111	Schilling-type monocytic leukaemia
4753541000006110	Chronic monocytic leukemia
4753561000006114	Subacute monocytic leukemia
4753581000006116	Aleukemic monocytic leukemia
4753601000006114	Thrombocytic leukemia
4753611000006112	Megakaryocytic leukemia
4753641000006111	Myelomonocytic leukemia
4753661000006110	Subacute myelomonocytic leukemia
4755801000006111	Carcinoma in situ of splenic flexure
4755991000006112	Carcinoma in situ of carina
4756261000006118	Non-invasive carcinoma of breast
4756281000006111	Neoplasm of uncertain behavior of digestive and respiratory systems
4756311000006113	Neoplasm of uncertain behavior of major salivary gland
4756331000006119	Neoplasm of uncertain behavior of submandibular gland
4756341000006112	Neoplasm of uncertain behaviour of submaxillary gland
4756351000006114	Neoplasm of uncertain behavior of submaxillary gland
4756371000006116	Neoplasm of uncertain behavior of gums
4756381000006118	Neoplasm of uncertain behaviour of gum
4756391000006115	Neoplasm of uncertain behavior of gum
4756441000006116	Neoplasm of uncertain behavior of hepatic duct
4756461000006117	Neoplasm of uncertain behavior of sphincter of Oddi
4756481000006110	Neoplasm of uncertain behavior of retroperitoneum and peritoneum
4756501000006117	Neoplasm of uncertain behavior of peritoneum
4756521000006110	Neoplasm of uncertain behavior of anal canal and sphincter
4756541000006115	Neoplasm of uncertain behavior of thyroid cartilage
4756571000006111	Neoplasm of uncertain behavior of cricoid cartilage
4756591000006112	Neoplasm of uncertain behavior of arytenoid cartilage
4756611000006118	Neoplasm of uncertain behavior of corniculate cartilage
4756651000006117	Neoplasm of uncertain behavior of aryepiglottic fold
4756711000006114	Neoplasm of uncertain behavior of tympanic cavity
4756751000006110	Neoplasm of uncertain behavior of mastoid air cells
4756771000006117	Neoplasm of uncertain behavior of genitourinary organs
4756811000006117	Neoplasm of uncertain behavior of paraganglia
4756821000006113	Neoplasm of uncertain behaviour of paraganglion
4756831000006111	Neoplasm of uncertain behavior of paraganglion
4756861000006119	Neoplasm of uncertain behavior of brain and spinal cord
4756871000006114	Neoplasm of uncertain behavior of brain and/or spinal cord
4756891000006110	Neoplasm of uncertain or unknown behavior of brain, supratentorial
4756911000006112	Neoplasm of uncertain or unknown behavior of brain, infratentorial
4756931000006118	Neoplasm of uncertain or unknown behavior of peripheral nerves and autonomic nervous system
4756951000006113	Refractory anemia without sideroblasts, so stated
4757001000006110	Carcinoid tumour - morphology
4757011000006113	Carcinoid tumor
4757021000006117	Carcinoid
4757031000006119	Carcinoid tumour
4757051000006114	Carcinoid tumor - morphology
4757231000006112	Dermoid cyst with secondary tumour
4757241000006119	Dermoid cyst with malignant transformation
4757251000006117	Dermoid cyst with secondary tumor
4757261000006115	Choriocarcinoma combined with teratoma
4757301000006112	Pinealoma - morphology
4757311000006110	Primitive polar spongioblastoma
4757321000006119	Monstrocellular sarcoma
4757371000006118	Malignant lymphoma, stem cell type
4757421000006113	Reticulosarcoma morphology
4757441000006118	Reticulum cell sarcoma morphology
4757451000006116	Reticulosarcoma, pleomorphic cell type
4757461000006119	Reticulosarcoma, nodular
4757521000006112	Eosinophilic leukaemia
4758631000006113	Diencephalic syndrome secondary to tumor
4759791000006112	Kerasin histiocytosis
4759901000006119	Waldenstrom's hypergammaglobulinemic purpura
4759911000006116	Waldenstrom hypergammaglobulinemic purpura
4760001000006116	WaldenstrÃÂ¶m macroglobulinaemia
4760011000006118	Waldenstrom's macroglobulinemia
4760031000006112	WaldenstrÃÂ¶m macroglobulinemia
4760611000006111	Histiocytosis X syndrome
4760651000006112	Infection-induced haemophagocytic histiocytosis
4760671000006119	Infection-induced hemophagocytic histiocytosis
4762091000006110	Anemia in neoplastic disease
4762121000006114	Leukaemoid reaction of the newborn
476225016	Erythroleukemia, FAB M6
4769111000006114	Paraneoplastic cerebellar degeneration
4770721000006119	Myasthenic syndrome due to another disorder
4779091000006113	Non-neoplastic nevus
4819961000006110	Paget's disease of humerus
4820271000006112	Paget's disease of skull
4821071000006111	Brown tumor of hyperparathyroidism
482191000000118	Fast track referral for suspected head and neck cancer
482537012	Malignant neoplasm of mesentery
482641017	Malignant neoplasm of omentum
482690017	Malignant neoplasm of labia majora
482691018	Malignant neoplasm of labia minora
482730011	Malignant neoplasm of frontal lobe
482731010	Malignant neoplasm of temporal lobe
482732015	Malignant neoplasm of parietal lobe
482733013	Malignant neoplasm of occipital lobe
482734019	Malignant neoplasm of cerebral ventricles
482737014	Malignant neoplasm of cerebral meninges
482740014	Malignant neoplasm of spinal meninges
482741013	Malignant neoplasm of cauda equina
4829241000006112	Macrodactyly of fingers- fatty nerve tumour
4829711000006115	Macrodactyly of toes - fatty nerve tumour
4832531000006110	Fetal or neonatal effect of placental or breast transfer of chemotherapeutic agent
4832551000006115	Foetal or neonatal effect of placental or breast transfer of chemotherapeutic agent
485445011	Teletherapy
485870016	Cancer phobia
4896951000006119	Accidental poisoning caused by rodenticides
490611000000119	Delivery of a fraction of external beam radiotherapy NEC
4908911000006112	Adverse reaction caused by antineoplastic antibiotics
491111000000116	Oral delivery of radiotherapy for thyroid ablation
494050018	Secondary polycythaemia
494336018	Antineoplastic antibiotic poisoning
495731000000114	Bowel cancer screening programme
497420010	Toxic effect of rodenticides
497620019	Leukaemoid reaction
4983141000006119	I131 therapy
501450016	Antineoplastic chemotherapy regimen
5027101000006117	Destruction of lesion of retina by radiation therapy
5027111000006119	Radiotherapy to retina
5028061000006116	Malignant tumor of eyelid
5028071000006111	Malignant neoplasm of eyelid
5064741000006117	Hemophagocytic lymphohistiocytosis
5093451000006111	Wilms' tumor and nephrotic syndrome with pseudohermaphroditism
50949017	Lymphoma stage I
509741017	Acute lymphoid leukaemia
510029018	Carcinoma in situ of cheek
510045016	Carcinoma in situ of vocal fold - glottis
510061019	Carcinoma in situ of oral cavity
510074013	Carcinoma in situ of pyloric canal
510113012	Vulval intraepithelial neoplasia
510217015	Leukaemic reticuloendotheliosis of intrapelvic lymph nodes
510218013	Leukaemic reticuloendotheliosis of intrathoracic lymph nodes
5109371000006119	Tumor of endocrine pancreas
5109381000006116	Pancreatic endocrine tumour
5109391000006118	Pancreatic endocrine tumor
511250010	Secondary malignant neoplasm of breast
511385013	Secondary cancer of the vulva
511412018	Neoplasm of uncertain behaviour of adrenal gland
511416015	Neoplasm of uncertain behaviour of ampulla of Vater
511442015	Neoplasm of uncertain behaviour of bladder
511456018	Neoplasm of uncertain behaviour of bone
511458017	Neoplasm of uncertain behaviour of brain
511467017	Neoplasm of uncertain behaviour of bronchus
511472014	Neoplasm of uncertain behaviour of carotid body
511482010	Neoplasm of uncertain behaviour of cerebral meninges
511491014	Neoplasm of uncertain behaviour of cheek
511497013	Neoplasm of uncertain behaviour of coccygeal body
511501015	Neoplasm of uncertain behaviour of colon
511503017	Neoplasm of uncertain behaviour of common bile duct
511509018	Neoplasm of uncertain behaviour of craniopharyngeal duct
511513013	Neoplasm of uncertain behaviour of cystic duct
511520018	Neoplasm of uncertain behaviour of duodenum
511533012	Neoplasm of uncertain behaviour of epididymis
511534018	Neoplasm of uncertain behaviour of epiglottis
511535017	Neoplasm of uncertain behaviour of oesophagus
511537013	Neoplasm of uncertain behaviour of ethmoidal sinus
511538015	Neoplasm of uncertain behaviour of eustachian tube
511543010	Neoplasm of uncertain behaviour of eye
511557012	Neoplasm of uncertain behaviour of floor of mouth
511564014	Neoplasm of uncertain behaviour of frontal sinus
511573018	Neoplasm of uncertain behaviour of glomus jugulare
511586010	Neoplasm of uncertain behaviour of heart
511594015	Neoplasm of uncertain behaviour of hypopharynx
511595019	Neoplasm of uncertain behaviour of ileum
511612010	Neoplasm of uncertain behaviour of jejunum
511615012	Neoplasm of uncertain behaviour of kidney
511627010	Neoplasm of uncertain behaviour of larynx
511640017	Neoplasm of uncertain behaviour of lip
511643015	Neoplasm of uncertain behaviour of liver
511663010	Neoplasm of uncertain behaviour of lung
511672019	Neoplasm of uncertain behaviour of maxillary sinus
511675017	Neoplasm of uncertain behaviour of mediastinum
511680014	Neoplasm of uncertain behaviour of minor salivary gland
511705014	Neoplasm of uncertain behaviour of nasal cavity
511708011	Neoplasm of uncertain behaviour of nasopharynx
511715015	Neoplasm of uncertain behaviour of nervous system
511727017	Neoplasm of uncertain behaviour of oropharynx
511728010	Neoplasm of uncertain behaviour of ovary
511729019	Neoplasm of uncertain behaviour of palate
511733014	Neoplasm of uncertain behaviour of pancreas
511741014	Neoplasm of uncertain behaviour of parathyroid gland
511747013	Neoplasm of uncertain behaviour of parotid gland
511754019	Neoplasm of uncertain behaviour of penis
511765012	Neoplasm of uncertain behaviour of pharynx
511766013	Neoplasm of uncertain behaviour of pineal gland
511768014	Neoplasm of uncertain behaviour of pituitary gland
511769018	Neoplasm of uncertain behaviour of placenta
511770017	Neoplasm of uncertain behaviour of pleura
511780018	Neoplasm of uncertain behaviour of prostate
511792018	Neoplasm of uncertain behaviour of rectum
511809010	Neoplasm of uncertain behaviour of scrotum
511868016	Neoplasm of uncertain behaviour of skin
511892012	Neoplasm of uncertain behaviour of sphenoidal sinus
511893019	Neoplasm of uncertain behaviour of spinal cord
511894013	Neoplasm of uncertain behaviour of spinal meninges
511899015	Neoplasm of uncertain behaviour of spleen
511904016	Neoplasm of uncertain behaviour of sublingual gland
511918011	Neoplasm of uncertain behaviour of testis
511929010	Neoplasm of uncertain behaviour of thymus
511931018	Neoplasm of uncertain behaviour of thyroid gland
511939016	Neoplasm of uncertain behaviour of tongue
511942010	Neoplasm of uncertain behaviour of trachea
511971011	Neoplasm of uncertain behaviour of uterus
511976018	Neoplasm of uncertain behaviour of vagina
511989012	Neoplasm of uncertain behaviour of vocal cord
511991016	Neoplasm of uncertain behaviour of vulva
512091000000114	Fast track referral for suspected upper GI cancer
51216011	Squamous metaplasia of cervix
51325019	Multiple endocrine neoplasia, type 1
5141031000006112	Dermatomyositis with malignant disease
514881000000112	Did not attend bowel cancer screening programme nurse clinic
514941000000113	Bowel cancer screening programme administration
517221000000116	Bowel cancer screening declined
517341000000116	Did not attend bowel cancer screening
517421000000115	Bowel cancer detected by national screening programme
517661000000114	Patient given advice about bowel cancer
51959012	Lymphomatoid papulosis
520651000006114	Bone tumour/metast.irradiat.
525371000006119	Breast neoplasm screening abnormal
525391000006118	Breast neoplasm screen NOS
527801000006112	Burkitt's lymphoma of lymph nodes of inguinal region and lower limb
531851000006119	Ca female breast
531861000006117	Carcinoma in situ of gastrointestinal tract
5324051000006110	Tumour embolus
5324061000006112	Tumour embolism
5324071000006117	Tumor embolus
5324081000006119	Tumor embolism
5324201000006117	CIN III - Cervical intraepithelial neoplasia grade III with severe dysplasia
5324491000006111	Delta cell tumour
5325181000006119	Intravascular bronchial alveolar tumour
5325191000006116	Intravascular bronchial alveolar tumor
5325351000006113	Sympathicoblastoma
5325561000006115	Pigmented Schwannoma
5325571000006110	Melanotic schwannoma
533321000006119	Cancer
5336451000006114	Congenital sternomastoid tumor
5340261000006111	Tumor staging
5340271000006116	TNM tumour staging system
5340291000006115	TNM tumor staging
5340301000006119	TNM tumor staging system
5340311000006116	Tumor-node-metastasis (TNM) tumor staging system
5340321000006112	Tumor-node-metastasis (TNM) tumour staging system
5343061000006111	FIGO staging system of gynaecological malignancy
5343071000006116	Federation internationale de gynecologie et d'obstetrique staging of gynaecological malignancy
5343091000006115	FIGO staging of gynecological malignancy
5343101000006114	Federation internationale de gynecologie et d'obstetrique staging of gynecological malignancy
5343111000006112	FIGO staging system of gynecological malignancy
5343121000006116	International Federation of Gynaecology and Obstetrics (FIGO) staging system of gynaecological malignancy
5343131000006118	International Federation of Gynecology and Obstetrics staging system of gynecological malignancy
5344681000006113	Malignant tumor of anterior pillar of fauces
5344691000006111	Malignant tumour of anterior faucial pillar
5344701000006111	Malignant tumour of anterior tonsillar pillar
5344711000006114	Malignant tumour of palatoglossal arch
5344721000006118	Malignant tumor of palatoglossal arch
5344731000006115	Malignant tumor of anterior tonsillar pillar
5344741000006113	Malignant tumor of anterior faucial pillar
5344791000006116	Mixed parotid tumor
5345241000006118	Malignant tumor of posterior margin of nasal septum and choanae
5346461000006110	Adenocarcinoma of rectum
5347121000006111	Carcinoid tumor of lung
5347161000006117	Small cell carcinoma of lung
5347171000006112	SCLC - Small cell lung cancer
5347211000006114	Epidermoid carcinoma of lung
5347221000006118	SCC - Squamous cell carcinoma of lung
5347301000006115	NSCLC - Non-small cell lung cancer
5347601000006114	SCC - Cutaneous squamous cell carcinoma
5347611000006112	Cutaneous squamous cell carcinoma
5347621000006116	SCC - Squamous cell carcinoma of skin
5347631000006118	Spinous cell carcinoma
5347731000006110	Squamous cell carcinoma in situ of skin
5347751000006115	IEC - Intraepidermal carcinoma of skin
5347761000006118	SCC - Squamous cell carcinoma in situ of skin
5347771000006113	Intraepidermal carcinoma of skin
5347781000006111	Cancer in situ skin, squamous cell
5347831000006119	Ferguson-Smith tumor
5347841000006112	Ferguson-Smith tumour
5348521000006116	Basalioma
5348531000006118	BCC - Basal cell carcinoma of skin
5348541000006111	RU - Rodent ulcer
5348551000006113	Cancer of skin, basal cell
5351161000006113	FAMMM - Familial atypical mole malignant melanoma syndrome
5351181000006115	Familial atypical mole malignant melanoma syndrome
5351491000006113	Malignant tumour of breast
5351501000006117	Malignant tumor of breast
5351511000006119	Breast cancer
5351521000006110	CA - Breast cancer
5351531000006113	Malignant neoplasm of breast
535221000006113	Carcinoma of gallbladder
5352591000006118	PIN - Prostatic intraepithelial neoplasia
5353081000006115	Intracranial tumour
5353091000006117	ICT - Intracranial tumour
5353101000006111	BT - Brain tumour
5353111000006114	Brain tumour
5353161000006112	Intracranial neoplasm
535331000006115	Carcinoma in situ of biliary system
5353931000006117	Malignant tumour of acoustic vestibular nerve
5353941000006110	Malignant tumor of acoustic vestibular nerve
5354481000006112	Iris melanoma
5355131000006119	Tumour of lymphoid, haemopoietic and related tissue
5355141000006112	Tumor of lymphoid, hemopoietic and related tissue
5355201000006117	Malignant tumor of unknown origin
5355211000006119	Malignant tumor - unknown primary
5355221000006110	UKP - Malignant tumor - unknown primary
5355231000006113	Malignant tumour - unknown primary
5355241000006115	UKP - Malignant tumour - unknown primary
5355251000006118	CA - Cancer of unknown origin
5355261000006116	Metastasis - unknown primary
5355271000006111	Cancer - unknown origin
5355361000006114	Malignant tumour of head and neck
5355381000006116	Malignant tumour of head and/or neck
5355391000006118	Malignant tumor of head and/or neck
535541000006116	Carcinoma in situ of digestive organ
5355521000006113	Neoplasm of uncertain behavior of oral cavity
5355541000006118	Neoplasm of uncertain behavior of biliary system
5355601000006119	Carcinoma of lip, oral cavity and/or pharynx
5355751000006113	Malignant tumor of digestive organ
5355791000006119	Carcinoma of cecum
5356031000006112	Angioendotheliomatosis
5356041000006119	Intravascular lymphomatosis
5356051000006117	Malignant angioendotheliomatosis
5356621000006115	Carcinoma in situ of urinary tract
535711000006110	Carcinoma in situ of gallbladder
535731000006116	Carcinoma in situ of gums
535981000006118	Carcinoma in situ of nasal sinuses
536081000006111	Carcinoma in situ of other specified part respiratory system
536301000006117	Carcinoma in situ of salivary gland
536561000006111	Carcinoma in situ of skin of leg
536641000006113	Carcinoma in situ of skin of other parts of face
536651000006110	Carcinoma in situ of skin of other parts of face NOS
536751000006117	Carcinoma in situ of specified parts respiratory system NOS
536981000006110	Carcinoma in situ other and unspecified female genital organ
536991000006113	Carcinoma in situ other and unspecified male genital organs
537001000006117	Carcinoma in situ other and unspecified small intestine NOS
537011000006119	Carcinoma in situ of skin of ear and external auricular canal
537021000006110	Carcinoma in situ skin of ear/external auricular canal NOS
537051000006118	Carcinoma of digestive organs and peritoneum
543041000006111	Cerebral metastases
543111000006111	Cerebral tumour - malignant
543481000006111	Malignant tumour of cervix
543771000006118	Carcinoma in situ of uterine cervix
543811000006118	Ca cervix - screening done
544411000006119	Cannot exclude glandular neoplasia on cervical smear
5496831000006118	History of malignant neoplasm
5499111000006111	Tumor of uterine body in pregnancy, childbirth and the puerperium
5499131000006117	Tumor of uterine body affecting obstetric care
5499151000006112	Tumor of uterine body - baby delivered
5499171000006119	Tumor of uterine body - baby delivered with postpartum complication
5499191000006118	Tumor of uterine body complicating antenatal care, baby not yet delivered
5500611000006115	Monoclonal paraproteinemia
5501461000006111	Glaucoma due to ocular tumor or cyst
5503871000006115	Congenital torticollis
5503881000006117	Contracture of sternocleidomastoid muscle
5503911000006117	Congenital wryneck
5505961000006115	Cancer cervix screening - not attended
5505981000006113	Cancer cervix - screening done
5506011000006110	Screening for malignant neoplasm of respiratory tract
5506021000006119	Respiratory neoplasm screening
5506031000006116	Screening for malignant neoplasm of breast
5506051000006111	Breast cancer screening
5506061000006113	Screening for breast cancer
5506071000006118	Screening for malignant neoplasm of large intestine
5511561000006114	Malignant neoplasm of digestive organs and peritoneum
5511581000006116	Malignant tumor of lesser curve of stomach
5511591000006118	Ca lesser curvature - stomach
5511601000006114	Malignant tumour of greater curve of stomach
5511611000006112	Malignant tumor of greater curve of stomach
5511621000006116	Ca greater curvature - stomach
5511671000006115	Malignant neoplasm of soft tissue
5511681000006117	Malignant tumour of soft tissue
5511691000006119	Malignant tumor of soft tissue
5511731000006110	Malignant neoplasm of lymphatic and hemopoietic tissue
5511741000006117	Malignant tumor of lymphoid hemopoietic and related tissue
5511751000006115	Hematologic malignancy
5511761000006118	Haematologic malignancy
5511771000006113	Malignant tumor of lymphoid, hemopoietic AND/OR related tissue
5511931000006112	Neoplasm of uncertain behavior of endocrine glands and nervous system
5511951000006117	Neoplasm of uncertain behavior of breast
5523391000006118	Malignant neoplasm of lip, oral cavity and/or pharynx
5523431000006112	Carcinoma in situ of lip, oral cavity and/or pharynx
5523451000006117	Neoplasm of uncertain behavior of lip, oral cavity and pharynx
5523461000006115	Neoplasm of uncertain behavior of lip, oral cavity and/or pharynx
5525091000006115	Neoplasm of uncertain behavior of liver and/or biliary passages
552511000006110	Chondroma
5526171000006110	Malignant tumour of mucosa of lower lip
5526181000006113	Malignant tumour of oral aspect of lower lip
5526191000006111	Malignant tumour of inner aspect of lower lip
5526201000006114	Malignant tumour of buccal aspect of lower lip
5526211000006112	Malignant tumor of lower labial mucosa
5526221000006116	Malignant tumor of buccal aspect of lower lip
5526231000006118	Malignant tumor of inner aspect of lower lip
5526241000006111	Malignant tumor of oral aspect of lower lip
5526251000006113	Malignant tumor of mucosa of lower lip
552641000006110	Choriadenoma (destruens)
552661000006114	Choriocarcinoma
554151000006112	Polycythaemia vera (clinical)
554641000006115	Chronic granulocytic leukaemia
555131000006118	Chronic lymphoid leukaemia, disease
5560011000006114	MM - Malignant melanoma of eye
556501000000116	Squamous cell carcinoma of skin NOS
556511000000119	[M]Squamous cell carcinoma of skin NOS
5567511000006116	Carcinoid tumour - argentaffin
5567521000006112	Argentaffinoma
5567531000006110	Carcinoid tumor - argentaffin
55721000006115	X-ray therapy -external
5572871000006116	Malignant tumour of lipstick area of lip
5572881000006118	Malignant tumor of lipstick area of lip
557371000006110	CIN I - II, cervical dysplasia
557381000006113	Cervical intraepithelial neoplasia grade 1
557391000006111	Cervical intraepithelial neoplasia grade 2
557401000006113	CIN III - carcinoma in situ of cervix
557411000006111	Cervical intraepithelial neoplasia grade III with severe dysplasia
5578401000006110	History of neoplasm
5579641000006115	Screening for malignant neoplasm of colon
